#Version=1.29F
#Management No,Class,Variable ID,Variable Name,Unit,Upper And Lower Limit Type (0: No/1 : Yes),Lower Limit Value,Upper Limit Value,Data Type,Data Count,Variable Length (0: Fixed / 1: Variable),SECS Data Type,Conversion Option,Value Type (0: Fixed / 1: Setup / 2: Default),Value,CPU Number,Device Type,Device No,Cache No,Comment
1,ECV,1,MDLN,,0,,,ASCII,20,1,ASCII,0,0,GBOV-76,1,D,0,0
2,ECV,2,SOFTREV,,0,,,ASCII,10,1,ASCII,0,0,1.29F,1,D,100,0
513,SV,,ProcessState_part02,,1,0,32,U1,1,0,U4,0,0,0,1,D,0,0,1:IDLE/2:SETUP/3:READY/4:EXECUTING/5:PAUSE02
514,SV,,PreviousProcessState_part02,,1,0,32,U1,1,0,U4,0,0,0,1,D,0,0,02
0,SV,10001,PPNumber,,0,0,0,ASCII,2,1,ASCII,0,1,0,1,D,9380,0,PPNumber
0,SV,10002,PPID,,0,0,0,ASCII,20,1,ASCII,0,1,0,1,D,9400,0,PPID
0,SV,10003,TC01_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10020,0,TC01_PV
0,SV,10004,TC02_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10022,0,TC02_Pv
0,SV,10005,TC03_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10024,0,TC03_PV
0,SV,10006,TC04_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10026,0,TC04_PV
0,SV,10007,TC05_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10028,0,TC05_PV
0,SV,10008,TC06_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10030,0,TC06_PV
0,SV,10009,TC07_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10032,0,TC07_PV
0,SV,10010,TC08_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10034,0,TC08_PV
0,SV,10011,IRA01_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10080,0,IRA01_PV
0,SV,10012,IRA02_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10082,0,IRA02_PV
0,SV,10013,IRA03_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10084,0,IRA03_PV
0,SV,10014,IRA04_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10086,0,IRA04_PV
0,SV,10015,IRA05_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10088,0,IRA05_PV
0,SV,10016,IRA06_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10090,0,IRA06_PV
0,SV,10017,IRA07_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10092,0,IRA07_PV
0,SV,10018,IRA08_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10094,0,IRA08_PV
0,SV,10019,TC01_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10200,0,TC01_SV
0,SV,10020,TC02_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10202,0,TC02_SV
0,SV,10021,TC03_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10204,0,TC03_SV
0,SV,10022,TC04_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10206,0,TC04_SV
0,SV,10023,TC05_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10208,0,TC05_SV
0,SV,10024,TC06_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10210,0,TC06_SV
0,SV,10025,TC07_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10212,0,TC07_SV
0,SV,10026,TC08_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10214,0,TC08_SV
0,SV,10027,IRA01_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10240,0,IRA01_SV
0,SV,10028,IRA02_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10242,0,IRA02_SV
0,SV,10029,IRA03_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10244,0,IRA03_SV
0,SV,10030,IRA04_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10246,0,IRA04_SV
0,SV,10031,IRA05_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10248,0,IRA05_SV
0,SV,10032,IRA06_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10250,0,IRA06_SV
0,SV,10033,IRA07_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10252,0,IRA07_SV
0,SV,10034,IRA08_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,10254,0,IRA08_SV
0,SV,10035,LeftIRSPEED,,0,0,0,F4,1,0,F4,0,1,0,1,D,10380,0,LeftIRSPEED
0,SV,10036,RightIRSPEED,,0,0,0,F4,1,0,F4,0,1,0,1,D,10382,0,RightIRSPEED
0,SV,10037,PanelWidth,,0,0,0,F4,1,0,F4,0,1,0,1,D,12318,0,PanelWidth
0,SV,10038,PanelLength,,0,0,0,F4,1,0,F4,0,1,0,1,D,12319,0,PanelLength
0,SV,10039,LeftIRSPEED,,0,0,0,F4,1,0,F4,0,1,0,1,D,10360,0,LeftIRSPEEDPV
0,SV,10040,RightIRSPEED,,0,0,0,F4,1,0,F4,0,1,0,1,D,10362,0,RightIRSPEEDPV
0,ECV,20001,MachineName,,0,0,0,ASCII,20,1,ASCII,0,0,GBOV-76,1,D,9360,0,MachineName
0,ECV,20002,MDLN,,0,0,0,ASCII,10,1,ASCII,0,0,1.29F,1,D,9360,0,MachineName
0,SV,60002,CTROLMODE,,0,0,0,U2,1,0,U2,0,1,0,1,D,9105,0,1=Offline 2=Online Local 3=Online Remote
0,SV,60003,EQST,,0,0,0,U2,1,0,U2,0,1,0,1,D,9099,0,1=RUN 2=IDLE 3=DOWN 4=PM
0,SV,60004,EQOPMODE,,0,0,0,U2,1,0,U2,0,1,0,1,D,9578,0,1=AUTO 2=MANUAL
0,SV,60005,PPID_USING,,0,0,0,ASCII,20,1,ASCII,0,1,0,1,D,9400,0,PPID_USING
0,SV,60006,PPID_MODIFY,,0,0,0,ASCII,20,1,ASCII,0,1,0,1,D,9580,0,PPID_MODIFY
0,SV,60007,LOTID,,0,0,0,ASCII,20,1,ASCII,0,1,0,1,D,9320,0,LOTID
0,SV,60008,QTY,,0,0,0,F4,1,0,F4,0,1,0,1,D,9556,0,QTY
0,SV,60009,FROMSTATUS,,0,0,0,ASCII,2,1,ASCII,0,1,0,1,D,9590,0,1=off 2=on 3=Flash
0,SV,60010,TOSTATUS,,0,0,0,ASCII,2,1,ASCII,0,1,0,1,D,9591,0,1=off 2=on 3=Flash
