#Version=1.29F
#Alarm No,E/D (0: Disabled / 1: Enabled),Alarm ID,Alarm Code,Alarm Text,Alarm Occurrence Event ID,Alarm Cancel Event ID,Comment
43,1,50043,0,M4042_Take the die and insert p_limit,12,13,M4042_取板牙插正極限異常
44,1,50044,0,M4043_Take the die and insert n_limit,12,13,M4043_取板牙插負極限異常
45,1,50045,0,M4044_Reserve positive limit,12,13,M4044_預留正極限異常
46,1,50046,0,M4045_Reserve negative limit,12,13,M4045_預留負極限異常
47,1,50047,0,M4046_P_limit of feed arm fetching hand,12,13,M4046_進料手臂取手正極限異常
48,1,50048,0,M4047_N_limit of feed arm taking hand,12,13,M4047_進料手臂取手負極限異常
49,1,50049,0,M4048_P_limit lifting feeder frame,12,13,M4048_進料托框昇降正極限異常
50,1,50050,0,M4049_N_limit lifting feeding frame,12,13,M4049_進料托框昇降負極限異常
51,1,50051,0,M4050_Left claw opening p_limit,12,13,M4050_進左開爪機構正極限異常
52,1,50052,0,M4051_Left claw opening n_limit,12,13,M4051_進左開爪機構負極限異常
53,1,50053,0,M4052_Right opening p_limit,12,13,M4052_進右開爪機構正極限異常
54,1,50054,0,M4053_Right opening n_limit,12,13,M4053_進右開爪機構負極限異常
55,1,50055,0,M4054_Frame before shunting p_limit,12,13,M4054_分流前取框正極限異常
56,1,50056,0,M4055_Frame before shunting n_limit,12,13,M4055_分流前取框負極限異常
57,1,50057,0,M4056_Die inserting p_limit,12,13,M4056_出板牙插正極限異常
58,1,50058,0,M4057_Die inserting n_limit,12,13,M4057_出板牙插負極限異常
59,1,50059,0,M4058_Reserve positive limit,12,13,M4058_預留正極限異常
60,1,50060,0,M4059_Reserve negative limit,12,13,M4059_預留負極限異常
61,1,50061,0,M4060_Take out arm positive limit,12,13,M4060_出手臂取手正極限異常
62,1,50062,0,M4061_Take out arm negative limit,12,13,M4061_出手臂取手負極限異常
63,1,50063,0,M4062_Lifting frame of discharg p_limit,12,13,M4062_出料托框昇降正極限異常
64,1,50064,0,M4063_Lifting frame of discharg n_limit,12,13,M4063_出料托框昇降負極限異常
65,1,50065,0,M4064_Left open clamping p_limit,12,13,M4064_出左開夾機構正極限異常
66,1,50066,0,M4065_Left open clamping n_limit,12,13,M4065_出左開夾機構負極限異常
67,1,50067,0,M4066_Right open clamping p_limit,12,13,M4066_出右開夾機構正極限異常
68,1,50068,0,M4067_Right open clamping n_limit,12,13,M4067_出右開夾機構負極限異常
69,1,50069,0,M4068_After confluence hanging p_limit,12,13,M4068_合流後掛框機構正極限異常
70,1,50070,0,M4069_After confluence hanging n_limit,12,13,M4069_合流後掛框機構負極限異常
71,1,50071,0,M4070_Reserve positive limit,12,13,M4070_預留正極限異常
72,1,50072,0,M4071_Reserve negative limit,12,13,M4071_預留負極限異常
73,1,50073,0,M4072_,12,13,M4072_
74,1,50074,0,M4073_,12,13,M4073_
75,1,50075,0,M4074_,12,13,M4074_
76,1,50076,0,M4075_,12,13,M4075_
77,1,50077,0,M4076_,12,13,M4076_
78,1,50078,0,M4077_,12,13,M4077_
79,1,50079,0,M4078_,12,13,M4078_
80,1,50080,0,M4079_,12,13,M4079_
81,1,50081,0,M4080_Abnormal lifting on the feed fork,12,13,M4080_進料牙叉上昇降異常
82,1,50082,0,M4081_Abnormal lifting under feed fork,12,13,M4081_進料牙叉下昇降異常
83,1,50083,0,M4082_Feed fork splint cylinder abnormal,12,13,M4082_進料牙叉夾板氣缸異常
84,1,50084,0,M4083_Abnormal feed fork suction vacuum,12,13,M4083_進料牙叉吸真空異常
85,1,50085,0,M4084_,12,13,M4084_
86,1,50086,0,M4085_Abnormal Feed arm cylinder,12,13,M4085_進料手臂板寬氣缸伸縮異常
87,1,50087,0,M4086_Abnormal splint of feed arm,12,13,M4086_進料手臂夾板異常
88,1,50088,0,M4087_Abnormal feed arm stop,12,13,M4087_進料手臂急停異常
89,1,50089,0,M4088_Abnormal feed arm,12,13,M4088_進料手臂異常
90,1,50090,0,M4089_,12,13,M4089_
91,1,50091,0,M4090_Abnormal lifting feeding reflux f1,12,13,M4090_進料回流檔框1 昇降異常
92,1,50092,0,M4091_Abnormal lifting feeding reflux f2,12,13,M4091_進料回流檔框2 昇降異常
93,1,50093,0,M4092_Abnormal after the feed refluxed,12,13,M4092_進料回流後拍框異常
94,1,50094,0,M4093_Abnormal feeding backflow bracket,12,13,M4093_進料回流托框平台異常
95,1,50095,0,M4094_Abnormal stretch feeding frame,12,13,M4094_進料托框伸縮異常
96,1,50096,0,M4095_Abnormal clamping claws,12,13,M4095_進料夾框夾爪異常
97,1,50097,0,M4096_Abnormal lifting and expansion,12,13,M4096_進料拍框昇伸縮異常
98,1,50098,0,M4097_Abnormal expansion and contraction,12,13,M4097_進料背檔框伸縮異常
99,1,50099,0,M4098_Abnormal feed op_clamp cylinder,12,13,M4098_進料開夾氣缸異常
100,1,50100,0,M4099_Abnormal feed op_frame cylinder,12,13,M4099_進料開框氣缸異常
101,1,50101,0,M4100_Abnormal L_stretch of feed shunt,12,13,M4100_進料分流左側伸縮異常
102,1,50102,0,M4101_Abnormal left up&down feed split,12,13,M4101_進料分流左昇降異常
103,1,50103,0,M4102_L_IR conveyor stretch abnormal,12,13,M4102_左IR輸送進框伸縮異常
104,1,50104,0,M4103_Abnormal R_stretch of feed shunt,12,13,M4103_進料分流右伸縮異常
105,1,50105,0,M4104_Abnormal right up&down feed split,12,13,M4104_進料分流右昇降異常
106,1,50106,0,M4105_R_IR conveyor stretch abnormal,12,13,M4105_右IR輸送進框伸縮異常
107,1,50107,0,M4106_L_IR conveyor stretch abnormal,12,13,M4106_左側IR輸送推框伸縮異常
108,1,50108,0,M4107_R_IR conveyor stretch abnormal,12,13,M4107_右側IR輸送推框伸縮異常
109,1,50109,0,M4108_,12,13,M4108_
110,1,50110,0,M4109_,12,13,M4109_
111,1,50111,0,M4110_Abnormal discharge fork lifting,12,13,M4110_出料牙叉上昇降 異常
112,1,50112,0,M4111_Abnormal under dis-fork lifting,12,13,M4111_出料牙叉下昇降異常
113,1,50113,0,M4112_Discharge fork splint cylinder,12,13,M4112_出料牙叉夾板氣缸夾異常
114,1,50114,0,M4113_,12,13,M4113_
115,1,50115,0,M4114_Abnormal Discharge framehold,12,13,M4114_出料壓框伸縮異常
116,1,50116,0,M4115_Abnormal stretch wide cylinder,12,13,M4115_出料手臂板寬氣缸伸縮異常
117,1,50117,0,M4116_Abnormal splint of discharging arm,12,13,M4116_出料手臂夾板異常
118,1,50118,0,M4117_Discharging arm stop,12,13,M4117_出料手臂急停異常
119,1,50119,0,M4118_Discharging arm abnormal,12,13,M4118_出料手臂異常
120,1,50120,0,M4119_Discharging arm timeout,12,13,M4119_出料手臂啟動逾時異常
121,1,50121,0,M4120_Abnormal guide frame stretch,12,13,M4120_出料下導框伸縮異常
122,1,50122,0,M4121_Abnormal discharge frame stretch,12,13,M4121_出料推框伸縮異常
123,1,50123,0,M4122_Abnormal discharge backflow lift,12,13,M4122_出料回流托框昇降異常
124,1,50124,0,M4123_Abnormal discharge bracket stretch,12,13,M4123_出料托框伸縮異常
125,1,50125,0,M4124_Abnormal discharge clamping claw,12,13,M4124_出料夾框夾爪異常
126,1,50126,0,M4125_Abnormal discharge freamfixed,12,13,M4125_出料拍框伸縮異常
127,1,50127,0,M4126_Abnormal discharge backframe stret,12,13,M4126_出料背檔框伸縮異常
128,1,50128,0,M4127_Abnormal dis op_clamp cylinder,12,13,M4127_出料開夾氣缸異常
129,1,50129,0,M4128_Abnormal dis op_frame cylinder,12,13,M4128_出料開框氣缸異常
130,1,50130,0,M4129_Abnormal dis lifting,12,13,M4129_出料托框昇降導框氣缸異常
131,1,50131,0,M4130_Abnormal L_discharge merge strerch,12,13,M4130_出料合流左伸縮異常
132,1,50132,0,M4131_Abnormal L_discharge merge lift,12,13,M4131_合流左側昇降異常
133,1,50133,0,M4132_L_merge support updown abnormal,12,13,M4132_左側合流補助昇降異常
134,1,50134,0,M4133_L_merge lift cylinder abnormal,12,13,M4133_左側合流拉框氣缸異常
135,1,50135,0,M4134_L_merge clamp cylinder abnormal,12,13,M4134_左側合流拉框夾爪氣缸異常
136,1,50136,0,M4135_Abnormal R_discharge merge strerch,12,13,M4135_出料合流右側伸縮異常
137,1,50137,0,M4136_Abnormal R_discharge merge lift,12,13,M4136_出料合流右側昇降異常
138,1,50138,0,M4137_R_merge support updown abnormal,12,13,M4137_右側合流補助昇降氣缸異常
139,1,50139,0,M4138_R_merge lift cylinder abnormal,12,13,M4138_右側合流拉框伸縮氣缸異常
140,1,50140,0,M4139_R_merge clamp cylinder abnormal,12,13,M4139_右側合流拉框夾爪異常
141,1,50141,0,M4140_L_merge lift abnormal,12,13,M4140_左側合流拉框昇降異常
142,1,50142,0,M4141_R_merge lift abnormal,12,13,M4141_右側合流拉框昇降氣缸異常
143,1,50143,0,M4142_Abnormal Left_lifting fail,12,13,M4142_左側合流拉框掉框異常
144,1,50144,0,M4143_Abnormal Right_lifting fail,12,13,M4143_右側合流拉框掉框異常
145,1,50145,0,M4144_,12,13,M4144_
146,1,50146,0,M4145_Safety door of feeding abnormal,12,13,M4145_進料機構安全門異常
147,1,50147,0,M4146_Safety door of discharge abnormal,12,13,M4146_出料機構安全門異常
148,1,50148,0,M4147_Feed arm safety abnormal,12,13,M4147_進料手臂安全插銷異常
149,1,50149,0,M4148_Discharge arm safety abnormal,12,13,M4148_出料手臂安全插銷異常
150,1,50150,0,M4149_,12,13,M4149_
151,1,50151,0,M4150_Feed tooth fiber abnormal,12,13,M4150_進料牙插光纖異常
152,1,50152,0,M4151_Feed arm has a board detection,12,13,M4151_進料手臂有板檢知異常
153,1,50153,0,M4152_CCD check abnormal,12,13,M4152_CCD 對位異常
154,1,50154,0,M4153_CCD connect abnormal,12,13,M4153_CCD 斷線異常
155,1,50155,0,M4154_Feed connect abnormal,12,13,M4154_進料連線異常
156,1,50156,0,M4155_Discharge connect abnormal,12,13,M4155_出料連線異常
157,1,50157,0,M4156_CCD X Over Limit,12,13,M4156_CCD 對位X軸板偏差過大異常
158,1,50158,0,M4157_CCD Y Over Limit,12,13,M4157_CCD 對位Y軸板偏差過大異常
159,1,50159,0,M4158_CCD T Over Limit,12,13,M4158_CCD 對位T軸板偏差過大異常
160,1,50160,0,M4159_CCD check timeout,12,13,M4159_CCD 對位逾時異常
161,1,50161,0,M4160_Abnormal backflow of feed material,12,13,M4160_進料回流滿框異常
162,1,50162,0,M4161_Feed reflux frame 1 PE abnormal,12,13,M4161_進料回流檔框1 光電異常
163,1,50163,0,M4162_Feed reflux frame 2 PE abnormal,12,13,M4162_進料回流檔框2 光電異常
164,1,50164,0,M4163_Feed reflux fixedpoint PE abnormal,12,13,M4163_進料回流框架定點光電異常
165,1,50165,0,M4164_Feed lifting PE abnormal ,12,13,M4164_進料托框昇降光電異常
166,1,50166,0,M4165_A pole 520 fiber is abnormal,12,13,M4165_左桿520光纖異常
167,1,50167,0,M4166_A pole 500 fiber is abnormal,12,13,M4166_左桿500光纖異常
168,1,50168,0,M4167_A pole 260 fiber is abnormal,12,13,M4167_左桿260光纖異常
169,1,50169,0,M4168_A pole 250 fiber is abnormal,12,13,M4168_左桿250光纖異常
170,1,50170,0,M4169_B pole 520 fiber is abnormal,12,13,M4169_右桿520光纖異常
171,1,50171,0,M4170_B pole 500 fiber is abnormal,12,13,M4170_右桿500光纖異常
172,1,50172,0,M4171_B pole 260 fiber is abnormal,12,13,M4171_右桿260光纖異常
173,1,50173,0,M4172_B pole 250 fiber is abnormal,12,13,M4172_右桿250光纖異常
174,1,50174,0,M4173_Photoelectricity feed clamp,12,13,M4173_進料夾框光電異常
175,1,50175,0,M4174_Feed opening and clamping FP ,12,13,M4174_進料開夾定點異常
176,1,50176,0,M4175_Backflow frame detect abnormal,12,13,M4175_回流平台框架偵測異常
177,1,50177,0,M4176_Discharge detect board abnormal,12,13,M4176_出料牙叉有板逾時異常
178,1,50178,0,M4177_,12,13,M4177_
179,1,50179,0,M4178_,12,13,M4178_
180,1,50180,0,M4179_,12,13,M4179_
181,1,50181,0,M4180_Abnormal discharge clamp PE,12,13,M4180_出料夾框光電異常
182,1,50182,0,M4181_Abnormal dis opening&clamping FP,12,13,M4181_出料開夾定點異常
183,1,50183,0,M4182_Abnormal discharge board timeout,12,13,M4182_出料卡板異常
184,1,50184,0,M4183_Abnormal discharge board detect,12,13,M4183_出料開夾有板光電異常
185,1,50185,0,M4184_Abnormal discharge flow full ,12,13,M4184_出料回流滿框異常
186,1,50186,0,M4185_Abnormal discharge flow frame,12,13,M4185_出料回流框架檢知光電異常
187,1,50187,0,M4186_Abnormal dis_flow separation,12,13,M4186_出料回流脫離異常
188,1,50188,0,M4187_Abnormal discharge bracket,12,13,M4187_出料托框昇降光電異常
189,1,50189,0,M4188_,12,13,M4188_
190,1,50190,0,M4189_,12,13,M4189_
191,1,50191,0,M4190_Shunt Left_ Frame FP Abnormal,12,13,M4190_分流左_框架光電異常
192,1,50192,0,M4191_Shunt_Rotating FP abnormal,12,13,M4191_分流_旋轉定點異常
193,1,50193,0,M4192_Shunt Right_ Frame FP Abnormal,12,13,M4192_分流右_框架定點異常
194,1,50194,0,M4193_spare,12,13,M4193_備用
195,1,50195,0,M4194_L_merge lift FP abnormal,12,13,M4194_左側合流補助昇降框架光纖
196,1,50196,0,M4195_L_IR conveying entrance abnormal,12,13,M4195_左IR輸送入口框架異常
197,1,50197,0,M4196_R_shunt FP abnormal,12,13,M4196_右側分流補助光纖異常
198,1,50198,0,M4197_R_IR conveying entrance abnormal,12,13,M4197_右IR輸送入口框架異常
199,1,50199,0,M4198_,12,13,M4198_
200,1,50200,0,M4199_,12,13,M4199_
201,1,50201,0,M4200_L_IR conveying exit abnormal,12,13,M4200_左IR輸送出口框架異常
202,1,50202,0,M4201_L_IR conveying position abnormal,12,13,M4201_左IR輸送補助光電異常
203,1,50203,0,M4202_L_IR conveying fixedpoint abnormal,12,13,M4202_左IR輸送拉框夾爪光電異常
204,1,50204,0,M4203_R_IR conveying exit abnormal,12,13,M4203_右IR輸送出口框架異常
205,1,50205,0,M4204_R_IR conveying position abnormal,12,13,M4204_右IR輸送補助光電異常
206,1,50206,0,M4205_R_IR conveying fixedpoint abnormal,12,13,M4205_右IR輸送拉框夾爪光電異常
207,1,50207,0,M4206_Confluence L_Frame FP Abnormal,12,13,M4206_合流左_框架定點異常
208,1,50208,0,M4207_Confluence L_Rotating FP abnormal,12,13,M4207_合流_旋轉定點異常
209,1,50209,0,M4208_Confluence R_Frame FP Abnormal,12,13,M4208_合流右_框架定點異常
210,1,50210,0,M4209_Confluence R_rotation FP abnormal,12,13,M4209_合流右_旋轉定點異常
211,1,50211,0,M4210_L_IR conveying frame abnormal,12,13,M4210_左IR輸送拉框異常
212,1,50212,0,M4211_R_IR conveying frame abnormal,12,13,M4211_右IR輸送拉框異常
213,1,50213,0,M4212_L_IR_conveying position abnormal,12,13,M4212_左IR輸送框架定點異常
214,1,50214,0,M4213_R_IR_conveying position abnormal,12,13,M4213_右IR輸送框架定點異常
215,1,50215,0,M4214_Discharge Frame abnormal,12,13,M4214_出料夾框放框異常
216,1,50216,0,M4215_,12,13,M4215_
217,1,50217,0,M4216_L_IR conveying timeout,12,13,M4216_左IR輸送啟動逾時異常
218,1,50218,0,M4217_R_IR conveying timeout,12,13,M4217_右IR輸送啟動逾時異常
219,1,50219,0,M4218_L_Confluence Frame abnormal,12,13,M4218_左側合流壓框定點異常
220,1,50220,0,M4219_R_Confluence Frame abnormal,12,13,M4219_右側合流壓框定點異常
221,1,50221,0,M4220_Discharge arm has board abnormal,12,13,M4220_出料手臂有板檢知異常
222,1,50222,0,M4221_Discharge teeth fiber abnormal,12,13,M4221_出料牙插光纖異常
223,1,50223,0,M4222_,12,13,M4222_
224,1,50224,0,M4223_,12,13,M4223_
225,1,50225,0,M4224_,12,13,M4224_
226,1,50226,0,M4225_,12,13,M4225_
227,1,50227,0,M4226_,12,13,M4226_
228,1,50228,0,M4227_,12,13,M4227_
229,1,50229,0,M4228_,12,13,M4228_
230,1,50230,0,M4229_,12,13,M4229_
231,1,50231,0,M4230_,12,13,M4230_
232,1,50232,0,M4231_,12,13,M4231_
233,1,50233,0,M4232_,12,13,M4232_
234,1,50234,0,M4233_,12,13,M4233_
235,1,50235,0,M4234_,12,13,M4234_
236,1,50236,0,M4235_,12,13,M4235_
237,1,50237,0,M4236_,12,13,M4236_
238,1,50238,0,M4237_,12,13,M4237_
239,1,50239,0,M4238_,12,13,M4238_
240,1,50240,0,M4239_,12,13,M4239_
241,1,50241,0,M4240_,12,13,M4240_
242,1,50242,0,M4241_,12,13,M4241_
243,1,50243,0,M4242_,12,13,M4242_
244,1,50244,0,M4243_,12,13,M4243_
245,1,50245,0,M4244_,12,13,M4244_
246,1,50246,0,M4245_,12,13,M4245_
247,1,50247,0,M4246_,12,13,M4246_
248,1,50248,0,M4247_,12,13,M4247_
249,1,50249,0,M4248_,12,13,M4248_
250,1,50250,0,M4249_,12,13,M4249_
251,1,50251,0,M4250_,12,13,M4250_
252,1,50252,0,M4251_,12,13,M4251_
253,1,50253,0,M4252_,12,13,M4252_
254,1,50254,0,M4253_,12,13,M4253_
255,1,50255,0,M4254_,12,13,M4254_
256,1,50256,0,M4255_,12,13,M4255_
257,1,50257,0,M4256_,12,13,M4256_
258,1,50258,0,M4257_,12,13,M4257_
259,1,50259,0,M4258_,12,13,M4258_
260,1,50260,0,M4259_,12,13,M4259_
261,1,50261,0,M4260_,12,13,M4260_
262,1,50262,0,M4261_,12,13,M4261_
263,1,50263,0,M4262_,12,13,M4262_
264,1,50264,0,M4263_,12,13,M4263_
265,1,50265,0,M4264_,12,13,M4264_
266,1,50266,0,M4265_,12,13,M4265_
267,1,50267,0,M4266_,12,13,M4266_
268,1,50268,0,M4267_,12,13,M4267_
269,1,50269,0,M4268_,12,13,M4268_
270,1,50270,0,M4269_,12,13,M4269_
271,1,50271,0,M4270_,12,13,M4270_
272,1,50272,0,M4271_,12,13,M4271_
273,1,50273,0,M4272_,12,13,M4272_
274,1,50274,0,M4273_,12,13,M4273_
275,1,50275,0,M4274_,12,13,M4274_
276,1,50276,0,M4275_,12,13,M4275_
277,1,50277,0,M4276_,12,13,M4276_
278,1,50278,0,M4277_,12,13,M4277_
279,1,50279,0,M4278_,12,13,M4278_
280,1,50280,0,M4279_,12,13,M4279_
281,1,50281,0,M4280_,12,13,M4280_
282,1,50282,0,M4281_,12,13,M4281_
283,1,50283,0,M4282_,12,13,M4282_
284,1,50284,0,M4283_,12,13,M4283_
285,1,50285,0,M4284_,12,13,M4284_
286,1,50286,0,M4285_,12,13,M4285_
287,1,50287,0,M4286_,12,13,M4286_
288,1,50288,0,M4287_,12,13,M4287_
289,1,50289,0,M4288_,12,13,M4288_
290,1,50290,0,M4289_,12,13,M4289_
291,1,50291,0,M4290_,12,13,M4290_
292,1,50292,0,M4291_,12,13,M4291_
293,1,50293,0,M4292_,12,13,M4292_
294,1,50294,0,M4293_,12,13,M4293_
295,1,50295,0,M4294_,12,13,M4294_
296,1,50296,0,M4295_,12,13,M4295_
297,1,50297,0,M4296_,12,13,M4296_
298,1,50298,0,M4297_,12,13,M4297_
299,1,50299,0,M4298_,12,13,M4298_
300,1,50300,0,M4299_,12,13,M4299_
301,1,50301,0,M4300_OTP over temperature in slot 1,12,13,M4300_第01槽   OTP超溫
302,1,50302,0,M4301_OTP over temperature in slot 2 ,12,13,M4301_第02槽   OTP超溫
303,1,50303,0,M4302_OTP over temperature in slot 3,12,13,M4302_第03槽   OTP超溫
304,1,50304,0,M4303_OTP over temperature in slot 4,12,13,M4303_第04槽   OTP超溫
305,1,50305,0,M4304_OTP over temperature in slot 5,12,13,M4304_第05槽   OTP超溫
306,1,50306,0,M4305_OTP over temperature in slot 6 ,12,13,M4305_第06槽   OTP超溫
307,1,50307,0,M4306_OTP over temperature in slot 7,12,13,M4306_第07槽   OTP超溫
308,1,50308,0,M4307_OTP over temperature in slot 8 ,12,13,M4307_第08槽   OTP超溫
309,1,50309,0,M4308_OTP over temperature in slot 9,12,13,M4308_第09槽   OTP超溫
310,1,50310,0,M4309_OTP over temperature in slot 10,12,13,M4309_第10槽   OTP超溫
311,1,50311,0,M4310_OTP over temperature in slot 11,12,13,M4310_第11槽   OTP超溫
312,1,50312,0,M4311_OTP over temperature in slot 12,12,13,M4311_第12槽   OTP超溫
313,1,50313,0,M4312_,12,13,M4312_
314,1,50314,0,M4313_,12,13,M4313_
315,1,50315,0,M4314_,12,13,M4314_
316,1,50316,0,M4315_,12,13,M4315_
317,1,50317,0,M4316_,12,13,M4316_
318,1,50318,0,M4317_,12,13,M4317_
319,1,50319,0,M4318_,12,13,M4318_
320,1,50320,0,M4319_,12,13,M4319_
321,1,50321,0,M4320_Slot 1 IRA OTP over temperature,12,13,M4320_第01槽  IRA OTP 超溫
322,1,50322,0,M4321_Slot 2 IRA OTP over temperature,12,13,M4321_第02槽  IRA OTP 超溫
323,1,50323,0,M4322_Slot 3 IRA OTP over temperature,12,13,M4322_第03槽  IRA OTP 超溫
324,1,50324,0,M4323_Slot 4 IRA OTP over temperature,12,13,M4323_第04槽  IRA OTP 超溫
325,1,50325,0,M4324_Slot 5 IRA OTP over temperature,12,13,M4324_第05槽  IRA OTP 超溫
326,1,50326,0,M4325_Slot 6 IRA OTP over temperature,12,13,M4325_第06槽  IRA OTP 超溫
327,1,50327,0,M4326_Slot 7 IRA OTP over temperature,12,13,M4326_第07槽  IRA OTP 超溫
328,1,50328,0,M4327_Slot 8 IRA OTP over temperature,12,13,M4327_第08槽  IRA OTP 超溫
329,1,50329,0,M4328_Slot 9 IRA OTP over temperature,12,13,M4328_第09槽  IRA OTP 超溫
330,1,50330,0,M4329_Slot 10 IRA OTP over temperature,12,13,M4329_第10槽  IRA OTP 超溫
331,1,50331,0,M4330_Slot 11 IRA OTP over temperature,12,13,M4330_第11槽  IRA OTP 超溫
332,1,50332,0,M4331_Slot 12 IRA OTP over temperature,12,13,M4331_第12槽  IRA OTP 超溫
333,1,50333,0,M4332_,12,13,M4332_
334,1,50334,0,M4333_,12,13,M4333_
335,1,50335,0,M4334_,12,13,M4334_
336,1,50336,0,M4335_,12,13,M4335_
337,1,50337,0,M4336_,12,13,M4336_
338,1,50338,0,M4337_,12,13,M4337_
339,1,50339,0,M4338_,12,13,M4338_
340,1,50340,0,M4339_,12,13,M4339_
341,1,50341,0,M4340_Slot 1 IRB OTP over temperature,12,13,M4340_第01槽  IRB OTP 超溫
342,1,50342,0,M4341_Slot 2 IRB OTP over temperature,12,13,M4341_第02槽  IRB OTP 超溫
343,1,50343,0,M4342_Slot 3 IRB OTP over temperature,12,13,M4342_第03槽  IRB OTP 超溫
344,1,50344,0,M4343_Slot 4 IRB OTP over temperature,12,13,M4343_第04槽  IRB OTP 超溫
345,1,50345,0,M4344_Slot 5 IRB OTP over temperature,12,13,M4344_第05槽  IRB OTP 超溫
346,1,50346,0,M4345_Slot 6 IRB OTP over temperature,12,13,M4345_第06槽  IRB OTP 超溫
347,1,50347,0,M4346_slot 7 IRB OTP over temperature,12,13,M4346_第07槽  IRB OTP 超溫
348,1,50348,0,M4347_Slot 8 IRB OTP over temperature,12,13,M4347_第08槽  IRB OTP 超溫
349,1,50349,0,M4348_Slot 9 IRB OTP over temperature,12,13,M4348_第09槽  IRB OTP 超溫
350,1,50350,0,M4349_Slot 10 IRB OTP over temperature,12,13,M4349_第10槽  IRB OTP 超溫
351,1,50351,0,M4350_Slot 11 IRB OTP over temperature,12,13,M4350_第11槽  IRB OTP 超溫
352,1,50352,0,M4351_Slot 12 IRB OTP over temperature,12,13,M4351_第12槽  IRB OTP 超溫
353,1,50353,0,M4352_,12,13,M4352_
354,1,50354,0,M4353_,12,13,M4353_
355,1,50355,0,M4354_,12,13,M4354_
356,1,50356,0,M4355_,12,13,M4355_
357,1,50357,0,M4356_,12,13,M4356_
358,1,50358,0,M4357_,12,13,M4357_
359,1,50359,0,M4358_,12,13,M4358_
360,1,50360,0,M4359_,12,13,M4359_
361,1,50361,0,M4360_1st slot windmill motor bnormal,12,13,M4360_第01槽  風車馬達異常
