#Version=1.29F
#Management No,Class,Variable ID,Variable Name,Unit,Upper And Lower Limit Type (0: No/1 : Yes),Lower Limit Value,Upper Limit Value,Data Type,Data Count,Variable Length (0: Fixed / 1: Variable),SECS Data Type,Conversion Option,Value Type (0: Fixed / 1: Setup / 2: Default),Value,CPU Number,Device Type,Device No,Cache No,Comment
1,ECV,1,MDLN,,0,,,ASCII,20,1,ASCII,0,0,GBOD-1507C,1,D,0,0
2,ECV,2,SOFTREV,,0,,,ASCII,10,1,ASCII,0,0,1.29F,1,D,100,0
513,SV,,ProcessState_part02,,1,0,32,U1,1,0,U4,0,0,0,1,D,0,0,1:IDLE/2:SETUP/3:READY/4:EXECUTING/5:PAUSE02
514,SV,,PreviousProcessState_part02,,1,0,32,U1,1,0,U4,0,0,0,1,D,0,0,02
0,SV,10001,PartNo,,0,0,0,ASCII,20,1,ASCII,0,1,0,1,D,9300,0,PartNo
0,SV,10002,LotNo,,0,0,0,ASCII,20,1,ASCII,0,1,0,1,D,9320,0,LotNo
0,SV,10003,OPID,,0,0,0,ASCII,20,1,ASCII,0,1,0,1,D,9340,0,OPID
0,SV,10004,MachineName,,0,0,0,ASCII,10,0,ASCII,0,2,GBOD-1507C,1,D,9360,0,MachineName
0,SV,10005,PPNumber,,0,0,0,ASCII,2,1,ASCII,0,1,0,1,D,9380,0,PPNumber
0,SV,10006,PPID,,0,0,0,ASCII,20,1,ASCII,0,1,0,1,D,9400,0,PPID
0,SV,10007,TC01_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9500,0,TC01_SV
0,SV,10008,IR01_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9502,0,IR01_SV
0,SV,10009,IR02_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9504,0,IR02_SV
0,SV,10010,TC02_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9506,0,TC02_SV
0,SV,10011,IR03_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9508,0,IR03_SV
0,SV,10012,Spare,,0,0,0,F4,1,0,F4,0,0,0,1,D,9510,0,Spare
0,SV,10013,TC03_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9512,0,TC03_SV
0,SV,10014,IR04_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9514,0,IR04_SV
0,SV,10015,Spare,,0,0,0,F4,1,0,F4,0,0,0,1,D,9516,0,Spare
0,SV,10016,TC04_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9518,0,TC04_SV
0,SV,10017,IR05_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9520,0,IR05_SV
0,SV,10018,IR06_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9522,0,IR06_SV
0,SV,10019,Speed_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9524,0,Speed_SV
0,SV,10020,TC01_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9526,0,TC01_PV
0,SV,10021,IR01_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9528,0,IR01_PV
0,SV,10022,IR02_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9530,0,IR02_PV
0,SV,10023,TC02_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9532,0,TC02_PV
0,SV,10024,IR03_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9534,0,IR03_PV
0,SV,10025,Spare,,0,0,0,F4,1,0,F4,0,0,0,1,D,9536,0,Spare
0,SV,10026,TC03_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9538,0,TC03_PV
0,SV,10027,IR04_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9540,0,IR04_PV
0,SV,10028,Spare,,0,0,0,F4,1,0,F4,0,0,0,1,D,9542,0,Spare
0,SV,10029,TC04_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9544,0,TC04_PV
0,SV,10030,IR05_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9546,0,IR05_PV
0,SV,10031,IR06_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9548,0,IR06_PV
0,SV,10032,Ammeter_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9554,0,Ammeter_PV
0,SV,10033,ProductionQTY,,0,0,0,F4,1,0,F4,0,1,0,1,D,9556,0,ProductionQTY
0,SV,10034,Speed_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9550,0,Speed_PV
0,ECV,20001,MachineName,,0,0,0,ASCII,20,1,ASCII,0,0,GBOD-1507C,1,D,9360,0,MachineName
0,ECV,20002,MDLN,,0,0,0,ASCII,10,1,ASCII,0,0,1.29F,1,D,9360,0,MachineName
0,SV,60002,CTROLMODE,,0,0,0,U2,1,0,U2,0,1,0,1,D,9105,0,1=Offline 2=Online Local 3=Online Remote
0,SV,60003,EQST,,0,0,0,U2,1,0,U2,0,1,0,1,D,9099,0,1=RUN 2=IDLE 3=DOWN 4=PM
0,SV,60004,EQOPMODE,,0,0,0,U2,1,0,U2,0,1,0,1,D,9578,0,1=AUTO 2=MANUAL
0,SV,60005,PPID_USING,,0,0,0,ASCII,10,1,ASCII,0,1,0,1,D,9400,0,PPID_USING
0,SV,60006,PPID_MODIFY,,0,0,0,ASCII,10,1,ASCII,0,1,0,1,D,9580,0,PPID_MODIFY
0,SV,60007,LOTID,,0,0,0,ASCII,20,1,ASCII,0,1,0,1,D,9320,0,LOTID
0,SV,60008,UNITID,,0,0,0,ASCII,20,1,ASCII,0,0,GBOD-1507C,1,D,0,0,UNITID
0,SV,60009,Spare,,0,0,0,U2,1,0,U2,0,0,0,1,D,9579,0,PANELID
0,SV,60010,QTY,,0,0,0,F4,1,0,F4,0,1,0,1,D,9556,0,QTY
0,SV,60011,FROMSTATUS,,0,0,0,ASCII,2,1,ASCII,0,1,0,1,D,9590,0,1=off 2=on 3=Flash
0,SV,60012,TOSTATUS,,0,0,0,ASCII,2,1,ASCII,0,1,0,1,D,9591,0,1=off 2=on 3=Flash
