#Version=1.26C
#Management No,Class,Variable ID,Variable Name,Unit,Upper And Lower Limit Type (0: No/1 : Yes),Lower Limit Value,Upper Limit Value,Data Type,Data Count,Variable Length (0: Fixed / 1: Variable),SECS Data Type,Conversion Option,Value Type (0: Fixed / 1: Setup / 2: Default),Value,CPU Number,Device Type,Device No,Cache No,Comment
1,ECV,1,MDLN,,0,,,ASCII,20,1,ASCII,0,0,GCP-712CRB,1,D,0,0
2,ECV,2,SOFTREV,,0,,,ASCII,10,1,ASCII,0,0,1.26C,1,D,100,0
513,SV,,ProcessState_part02,,1,0,32,U1,1,0,U4,0,0,0,1,D,0,0,1:IDLE/2:SETUP/3:READY/4:EXECUTING/5:PAUSE02
514,SV,,PreviousProcessState_part02,,1,0,32,U1,1,0,U4,0,0,0,1,D,0,0,02
0,SV,10001,PartNo,,0,0,0,ASCII,20,1,ASCII,0,1,0,1,D,9300,0,PartNo
0,SV,10002,LotNo,,0,0,0,ASCII,20,1,ASCII,0,1,0,1,D,9320,0,LotNo
0,SV,10003,OPID,,0,0,0,ASCII,20,1,ASCII,0,1,0,1,D,9340,0,OPID
0,SV,10004,MachineName,,0,0,0,ASCII,10,0,ASCII,0,2,GCP-712CRB,1,D,9360,0,MachineName
0,SV,10005,PPNumber,,0,0,0,ASCII,2,1,ASCII,0,1,0,1,D,9380,0,PPNumber
0,SV,10006,PPID,,0,0,0,ASCII,20,1,ASCII,0,1,0,1,D,9400,0,PPID
0,SV,10007,TC01_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9500,0,TC01_SV
0,SV,10008,TC02_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9502,0,TC02_SV
0,SV,10009,TC03_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9504,0,TC03_SV
0,SV,10010,TC04_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9506,0,TC04_SV
0,SV,10011,TC05_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9508,0,TC05_SV
0,SV,10012,TC06_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9510,0,TC06_SV
0,SV,10013,TC07_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9512,0,TC07_SV
0,SV,10014,TC08_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9514,0,TC08_SV
0,SV,10015,TC09_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9516,0,TC09_SV
0,SV,10016,TC10_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9518,0,TC10_SV
0,SV,10017,TC11_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9520,0,TC11_SV
0,SV,10018,TC12_SV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9522,0,TC12_SV
0,SV,10019,StepCount,,0,0,0,F4,1,0,F4,0,1,0,1,D,9524,0,StepCount
0,SV,10020,StepTime,,0,0,0,F4,1,0,F4,0,1,0,1,D,9526,0,StepTime
0,SV,10021,PanelWidth,,0,0,0,F4,1,0,F4,0,1,0,1,D,9528,0,StepTime
0,SV,10022,TC01_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9530,0,TC01_PV
0,SV,10023,TC02_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9532,0,TC02_PV
0,SV,10024,TC03_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9534,0,TC03_PV
0,SV,10025,TC04_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9536,0,TC04_PV
0,SV,10026,TC05_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9538,0,TC05_PV
0,SV,10027,TC06_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9540,0,TC06_PV
0,SV,10028,TC07_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9542,0,TC07_PV
0,SV,10029,TC08_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9544,0,TC08_PV
0,SV,10030,TC09_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9546,0,TC09_PV
0,SV,10031,TC10_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9548,0,TC10_PV
0,SV,10032,TC11_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9550,0,TC11_PV
0,SV,10033,TC12_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9552,0,TC12_PV
0,SV,10034,WS01_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9554,0,WS01_PV
0,SV,10035,WS02_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9556,0,WS02_PV
0,SV,10036,WS03_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9558,0,WS03_PV
0,SV,10037,WS04_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9560,0,WS04_PV
0,SV,10038,WS05_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9562,0,WS05_PV
0,SV,10039,WS06_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9564,0,WS06_PV
0,SV,10040,WS07_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9566,0,WS07_PV
0,SV,10041,WS08_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9568,0,WS08_PV
0,SV,10042,WS09_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9570,0,WS09_PV
0,SV,10043,WS10_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9572,0,WS10_PV
0,SV,10044,WS11_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9574,0,WS11_PV
0,SV,10045,WS12_PV,,0,0,0,F4,1,0,F4,0,1,0,1,D,9576,0,WS12_PV
0,SV,10100,UV Speed,,0,0,0,F4,1,0,F4,0,1,0,1,R,6500,0,UV Speed
0,SV,10101,UV1 Power,,0,0,0,U2,1,0,U2,0,1,0,1,R,6504,0,UV1 Power
0,SV,10102,UV1 On,,0,0,0,U2,1,0,U2,0,1,0,1,R,6508,0,UV1 On
0,SV,10106,UV2 On,,0,0,0,U2,1,0,U2,0,1,0,1,R,6509,0,UV2 On
0,SV,10103,UV1 Time,,0,0,0,F4,1,0,F4,0,1,0,1,R,6512,0,UV1 Time
0,SV,10107,UV2 Time,,0,0,0,F4,1,0,F4,0,1,0,1,R,6516,0,UV2 Time
0,SV,10104,UV1 TotalTime,,0,0,0,U4,1,0,U4,0,1,0,1,R,6514,0,UV1 TotalTime
0,SV,10108,UV2 TotalTime,,0,0,0,U4,1,0,U4,0,1,0,1,R,6518,0,UV2 TotalTime
0,SV,10109,Panel Per Day,,0,0,0,U4,1,0,U4,0,1,0,1,R,6522,0,Panel Per Day
0,SV,10110,Total Panel,,0,0,0,U4,1,0,U4,0,1,0,1,R,6526,0,Total Panel
0,SV,10105,UV2 Power,,0,0,0,U2,1,0,U2,0,1,0,1,R,6505,0,UV2 Power
0,ECV,20001,MachineName,,0,0,0,ASCII,10,0,ASCII,0,0,GCP-712CRB,1,D,0,0,MachineName
0,ECV,20002,MDLN,,0,0,0,ASCII,5,0,ASCII,0,0,1.26C,1,D,0,0,MachineName
0,SV,60002,CTROLMODE,,0,0,0,U2,1,0,U2,0,1,0,1,D,9105,0,1=Offline 2=Online Local 3=Online Remote
0,SV,60003,EQST,,0,0,0,U2,1,0,U2,0,1,0,1,D,9099,0,1=RUN 2=IDLE 3=DOWN 4=PM
0,SV,60004,EQOPMODE,,0,0,0,U2,1,0,U2,0,1,0,1,D,9578,0,1=AUTO 2=MANUAL
0,SV,60005,PPID_USING,,0,0,0,ASCII,20,1,ASCII,0,1,0,1,D,9400,0,PPID_USING
0,SV,60006,PPID_MODIFY,,0,0,0,ASCII,20,1,ASCII,0,1,0,1,D,9580,0,PPID_MODIFY
0,SV,60007,LOTID,,0,0,0,ASCII,20,1,ASCII,0,1,0,1,D,9320,0,LOTID
0,SV,60008,UNITID,,0,0,0,ASCII,10,0,ASCII,0,0,GCP-712CRB,1,D,0,0,UNITID
0,SV,60009,PANELID,,0,0,0,U2,1,0,U2,0,1,0,1,D,9579,0,PANELID
0,SV,60010,QTY,,0,0,0,U2,1,0,U2,0,1,0,1,D,10535,0,QTY
